sujet,compatible,acc,rt
20,c,1.0,487.0
20,i,1.0,865.0
20,i,1.0,473.0
20,i,1.0,606.0
20,i,1.0,635.0
20,c,1.0,503.0
20,i,1.0,652.0
20,c,1.0,555.0
20,c,1.0,487.0
20,i,1.0,560.0
20,c,1.0,512.0
20,i,1.0,517.0
20,i,1.0,621.0
20,i,1.0,530.0
20,c,1.0,791.0
20,i,1.0,662.0
20,c,1.0,587.0
20,c,1.0,507.0
20,c,1.0,446.0
20,i,1.0,679.0
20,c,1.0,515.0
20,i,1.0,629.0
20,i,1.0,557.0
20,c,1.0,476.0
20,c,1.0,423.0
20,i,1.0,566.0
20,c,1.0,567.0
20,c,1.0,495.0
20,i,1.0,603.0
20,i,1.0,639.0
20,c,1.0,463.0
20,i,1.0,603.0
20,i,1.0,455.0
20,i,1.0,552.0
20,i,1.0,566.0
20,c,1.0,555.0
20,c,1.0,469.0
20,i,1.0,585.0
20,i,1.0,642.0
20,i,1.0,539.0
20,c,1.0,668.0
20,c,1.0,434.0
20,i,1.0,717.0
20,c,1.0,440.0
20,i,1.0,606.0
20,c,1.0,499.0
20,i,1.0,629.0
20,c,1.0,598.0
20,c,1.0,472.0
20,c,1.0,522.0
20,c,1.0,508.0
20,i,1.0,490.0
20,c,1.0,540.0
20,i,1.0,602.0
20,c,1.0,441.0
20,i,1.0,601.0
20,c,1.0,447.0
20,i,1.0,515.0
20,c,1.0,470.0
20,c,1.0,495.0
20,c,1.0,612.0
20,i,1.0,674.0
20,i,1.0,595.0
20,i,1.0,672.0
20,c,1.0,483.0
20,c,1.0,515.0
20,c,1.0,577.0
20,i,1.0,585.0
20,i,1.0,816.0
20,i,1.0,533.0
20,c,1.0,555.0
20,i,1.0,649.0
20,c,1.0,465.0
20,c,1.0,507.0
20,i,1.0,592.0
20,i,1.0,588.0
20,c,1.0,566.0
20,i,1.0,541.0
20,c,1.0,493.0
20,c,1.0,732.0
20,i,1.0,567.0
20,i,1.0,568.0
20,i,1.0,614.0
20,i,1.0,798.0
20,c,1.0,503.0
20,i,1.0,559.0
20,i,1.0,611.0
20,i,1.0,539.0
20,i,1.0,561.0
20,c,1.0,818.0
20,c,1.0,575.0
20,c,1.0,492.0
20,c,1.0,408.0
20,c,1.0,476.0
20,c,1.0,439.0
20,i,1.0,579.0
20,i,1.0,520.0
20,c,1.0,541.0
20,i,1.0,505.0
20,c,1.0,455.0
20,c,1.0,405.0
20,i,0.0,378.0
20,i,1.0,610.0
20,c,1.0,498.0
20,c,1.0,555.0
20,c,1.0,440.0
20,c,1.0,386.0
20,i,1.0,542.0
20,c,1.0,574.0
20,i,1.0,543.0
20,c,1.0,597.0
20,c,1.0,489.0
20,c,1.0,496.0
20,c,1.0,551.0
20,c,1.0,448.0
20,c,1.0,510.0
20,i,1.0,636.0
20,c,1.0,474.0
20,c,1.0,509.0
20,i,1.0,597.0
20,i,1.0,720.0
20,c,1.0,423.0
20,i,1.0,621.0
20,c,1.0,496.0
20,c,1.0,512.0
20,c,1.0,436.0
20,c,1.0,575.0
20,i,1.0,596.0
20,i,1.0,554.0
20,i,1.0,640.0
20,c,1.0,426.0
20,c,1.0,533.0
20,i,0.0,485.0
20,c,1.0,536.0
20,i,1.0,524.0
20,i,1.0,594.0
20,i,1.0,575.0
20,i,1.0,617.0
20,i,1.0,579.0
20,c,1.0,543.0
20,c,1.0,469.0
20,i,1.0,590.0
20,i,1.0,690.0
20,c,1.0,570.0
20,i,1.0,639.0
20,i,1.0,593.0
20,i,1.0,606.0
20,c,1.0,567.0
20,c,1.0,643.0
20,c,1.0,477.0
20,i,1.0,584.0
20,i,1.0,514.0
20,i,1.0,435.0
20,c,1.0,439.0
20,c,1.0,611.0
20,i,1.0,571.0
20,i,1.0,504.0
20,i,1.0,481.0
20,c,1.0,528.0
20,i,1.0,808.0
20,c,1.0,638.0
20,i,1.0,494.0
20,c,1.0,378.0
20,i,1.0,388.0
20,i,1.0,633.0
20,i,1.0,459.0
20,i,1.0,537.0
20,c,1.0,541.0
20,i,1.0,830.0
20,i,1.0,639.0
20,c,0.0,554.0
20,i,1.0,518.0
20,c,1.0,440.0
20,i,1.0,500.0
20,i,1.0,650.0
20,c,1.0,588.0
20,c,1.0,408.0
20,c,1.0,397.0
20,c,1.0,382.0
20,i,1.0,590.0
20,c,1.0,466.0
20,c,1.0,484.0
20,i,1.0,559.0
20,c,1.0,400.0
20,c,1.0,532.0
20,c,1.0,498.0
20,i,1.0,587.0
20,i,0.0,458.0
20,c,1.0,447.0
20,i,1.0,573.0
20,i,1.0,564.0
20,c,1.0,466.0
20,i,1.0,567.0
20,i,1.0,455.0
20,c,1.0,531.0
20,i,1.0,618.0
20,c,1.0,727.0
20,i,1.0,514.0
20,i,1.0,516.0
20,c,1.0,548.0
20,i,1.0,492.0
20,i,1.0,583.0
20,c,1.0,497.0
20,c,1.0,443.0
20,c,1.0,539.0
20,c,1.0,574.0
20,i,1.0,644.0
20,c,1.0,532.0
20,i,1.0,512.0
20,c,1.0,405.0
20,c,1.0,538.0
20,c,1.0,526.0
20,c,1.0,545.0
20,i,1.0,522.0
20,i,1.0,584.0
20,i,1.0,512.0
20,i,1.0,489.0
20,i,1.0,661.0
20,c,1.0,481.0
20,i,1.0,511.0
20,c,1.0,531.0
20,c,1.0,398.0
20,i,1.0,636.0
20,c,1.0,451.0
20,i,1.0,577.0
20,c,1.0,411.0
20,i,1.0,618.0
20,c,1.0,514.0
20,i,0.0,486.0
20,i,1.0,604.0
20,c,1.0,554.0
20,i,1.0,679.0
20,i,1.0,565.0
20,i,1.0,551.0
20,c,1.0,589.0
20,i,1.0,504.0
20,c,1.0,477.0
20,i,1.0,586.0
20,c,1.0,522.0
20,i,1.0,525.0
20,i,1.0,564.0
20,i,1.0,518.0
20,c,1.0,409.0
20,c,1.0,519.0
20,c,1.0,509.0
20,c,1.0,449.0
20,c,1.0,446.0
20,i,1.0,671.0
20,c,1.0,495.0
20,c,1.0,674.0
20,i,1.0,588.0
20,c,1.0,450.0
20,c,1.0,459.0
20,i,1.0,513.0
20,c,1.0,497.0
20,c,1.0,558.0
20,c,1.0,469.0
20,c,1.0,462.0
20,i,1.0,556.0
20,c,1.0,515.0
20,i,1.0,506.0
20,c,1.0,455.0
20,i,1.0,498.0
20,c,1.0,522.0
20,i,1.0,513.0
20,c,0.0,372.0
20,i,0.0,611.0
20,c,1.0,655.0
20,c,1.0,493.0
20,i,1.0,644.0
20,c,1.0,482.0
20,i,1.0,628.0
20,c,1.0,495.0
20,i,1.0,469.0
20,i,1.0,793.0
20,i,1.0,563.0
20,c,1.0,528.0
20,c,1.0,471.0
20,i,1.0,590.0
20,c,1.0,579.0
20,i,1.0,852.0
20,i,1.0,692.0
20,i,1.0,977.0
20,c,1.0,561.0
20,c,1.0,588.0
20,c,1.0,518.0
20,c,1.0,495.0
20,c,1.0,522.0
20,c,1.0,538.0
20,c,0.0,527.0
20,c,1.0,553.0
20,c,1.0,634.0
20,i,1.0,594.0
20,i,1.0,544.0
20,c,1.0,491.0
20,i,1.0,580.0
20,c,1.0,415.0
20,c,1.0,676.0
20,i,1.0,508.0
20,c,1.0,400.0
20,i,1.0,582.0
20,i,1.0,788.0
20,i,1.0,568.0
20,c,1.0,447.0
20,c,1.0,490.0
20,c,1.0,416.0
20,i,1.0,541.0
20,i,1.0,491.0
20,i,1.0,485.0
20,i,1.0,565.0
20,i,1.0,695.0
20,c,1.0,603.0
20,i,1.0,534.0
20,c,1.0,482.0
20,i,1.0,655.0
20,c,1.0,486.0
20,i,1.0,593.0
20,c,1.0,496.0
20,i,1.0,539.0
20,i,1.0,548.0
20,i,1.0,564.0
20,i,1.0,542.0
20,c,1.0,509.0
20,c,1.0,528.0
20,i,1.0,450.0
20,c,1.0,402.0
20,i,1.0,633.0
20,i,1.0,535.0
20,i,1.0,573.0
20,c,1.0,432.0
20,i,1.0,481.0
20,i,1.0,496.0
20,i,1.0,465.0
20,c,1.0,454.0
20,c,1.0,483.0
20,i,1.0,799.0
20,c,1.0,546.0
20,c,1.0,412.0
20,i,1.0,636.0
20,i,1.0,600.0
20,i,1.0,593.0
20,c,1.0,455.0
20,c,1.0,455.0
21,c,1.0,536.0
21,i,1.0,612.0
21,i,1.0,558.0
21,c,1.0,594.0
21,c,1.0,526.0
21,i,1.0,670.0
21,i,1.0,906.0
21,c,1.0,571.0
21,i,0.0,521.0
21,i,1.0,624.0
21,i,1.0,584.0
21,i,1.0,588.0
21,c,1.0,491.0
21,i,1.0,496.0
21,c,1.0,896.0
21,i,1.0,543.0
21,c,1.0,640.0
21,c,1.0,532.0
21,i,1.0,628.0
21,i,1.0,664.0
21,c,1.0,406.0
21,c,1.0,472.0
21,i,1.0,691.0
21,c,1.0,532.0
21,i,1.0,735.0
21,i,1.0,640.0
21,c,1.0,627.0
21,c,1.0,480.0
21,c,1.0,615.0
21,c,1.0,681.0
21,c,1.0,786.0
21,i,1.0,696.0
21,i,1.0,789.0
21,c,1.0,706.0
21,c,1.0,499.0
21,i,1.0,749.0
21,i,1.0,395.0
21,i,1.0,625.0
21,i,1.0,681.0
21,c,1.0,461.0
21,i,1.0,581.0
21,i,1.0,558.0
21,c,1.0,489.0
21,i,1.0,570.0
21,c,1.0,408.0
21,i,1.0,1012.0
21,i,0.0,493.0
21,i,1.0,520.0
21,c,1.0,495.0
21,c,1.0,451.0
21,i,1.0,720.0
21,c,1.0,447.0
21,i,1.0,613.0
21,c,1.0,722.0
21,i,1.0,735.0
21,c,1.0,726.0
21,c,1.0,560.0
21,i,1.0,833.0
21,i,1.0,1048.0
21,i,1.0,418.0
21,c,1.0,839.0
21,c,1.0,636.0
21,c,1.0,677.0
21,c,1.0,490.0
21,c,1.0,861.0
21,c,1.0,708.0
21,c,1.0,585.0
21,i,1.0,737.0
21,i,1.0,916.0
21,i,1.0,777.0
21,c,1.0,486.0
21,i,1.0,700.0
21,i,1.0,931.0
21,c,1.0,492.0
21,c,1.0,1049.0
21,i,1.0,711.0
21,c,1.0,677.0
21,c,1.0,504.0
21,c,1.0,635.0
21,i,1.0,783.0
21,c,1.0,968.0
21,c,1.0,571.0
21,c,0.0,2809.0
21,i,1.0,2471.0
21,i,1.0,789.0
21,i,1.0,902.0
21,c,1.0,1116.0
21,c,1.0,859.0
21,c,1.0,740.0
21,i,1.0,754.0
21,i,1.0,628.0
21,i,1.0,668.0
21,c,1.0,682.0
21,i,1.0,581.0
21,i,1.0,675.0
21,i,1.0,507.0
21,i,0.0,386.0
21,i,1.0,621.0
21,i,1.0,631.0
21,i,1.0,867.0
21,c,1.0,824.0
21,i,1.0,558.0
21,i,1.0,613.0
21,c,1.0,516.0
21,i,1.0,632.0
21,c,0.0,413.0
21,i,1.0,756.0
21,i,1.0,794.0
21,c,1.0,576.0
21,i,1.0,552.0
21,i,1.0,640.0
21,c,1.0,624.0
21,i,0.0,419.0
21,i,1.0,788.0
21,i,1.0,763.0
21,c,1.0,794.0
21,c,1.0,2706.0
21,c,1.0,560.0
21,c,1.0,637.0
21,c,1.0,740.0
21,c,1.0,690.0
21,c,0.0,665.0
21,c,0.0,427.0
21,i,0.0,407.0
21,i,1.0,678.0
21,i,1.0,542.0
21,i,1.0,855.0
21,c,1.0,509.0
21,c,1.0,536.0
21,c,1.0,518.0
21,c,1.0,525.0
21,i,1.0,619.0
21,c,0.0,777.0
21,i,1.0,698.0
21,c,1.0,534.0
21,i,1.0,593.0
21,i,1.0,666.0
21,c,1.0,789.0
21,c,1.0,714.0
21,i,0.0,1046.0
21,i,1.0,751.0
21,c,1.0,522.0
21,c,1.0,825.0
21,i,1.0,1184.0
21,i,1.0,653.0
21,i,1.0,1025.0
21,c,1.0,541.0
21,c,1.0,441.0
21,i,1.0,593.0
21,c,1.0,361.0
21,c,1.0,660.0
21,c,1.0,501.0
21,i,1.0,644.0
21,c,1.0,539.0
21,c,1.0,659.0
21,c,1.0,656.0
21,c,1.0,401.0
21,c,1.0,538.0
21,c,1.0,466.0
21,i,1.0,467.0
21,c,1.0,590.0
21,i,1.0,1330.0
21,i,1.0,635.0
21,c,1.0,510.0
21,c,1.0,559.0
21,c,1.0,628.0
21,c,1.0,535.0
21,c,1.0,860.0
21,i,1.0,1402.0
21,c,1.0,732.0
21,i,1.0,712.0
21,c,1.0,689.0
21,i,1.0,921.0
21,c,1.0,609.0
21,i,1.0,587.0
21,i,1.0,808.0
21,i,1.0,766.0
21,i,1.0,867.0
21,c,1.0,1040.0
21,c,1.0,509.0
21,i,1.0,658.0
21,i,1.0,730.0
21,i,0.0,745.0
21,i,1.0,471.0
21,i,1.0,1206.0
21,c,1.0,498.0
21,i,1.0,609.0
21,i,0.0,512.0
21,i,1.0,567.0
21,i,1.0,633.0
21,c,1.0,607.0
21,c,1.0,348.0
21,i,1.0,874.0
21,i,0.0,400.0
21,c,1.0,553.0
21,i,1.0,527.0
21,c,1.0,445.0
21,c,1.0,513.0
21,i,1.0,1097.0
21,i,1.0,724.0
21,c,1.0,912.0
21,i,1.0,633.0
21,c,1.0,694.0
21,c,1.0,539.0
21,c,0.0,484.0
21,i,1.0,633.0
21,c,1.0,511.0
21,c,1.0,635.0
21,c,1.0,915.0
21,i,1.0,626.0
21,i,1.0,431.0
21,c,1.0,1725.0
21,c,1.0,496.0
21,i,0.0,377.0
21,c,1.0,502.0
21,i,1.0,1008.0
21,c,1.0,444.0
21,i,0.0,397.0
21,c,1.0,474.0
21,c,1.0,481.0
21,c,1.0,435.0
21,c,0.0,463.0
21,c,1.0,540.0
21,c,1.0,447.0
21,c,1.0,649.0
21,i,1.0,622.0
21,i,0.0,399.0
21,i,1.0,642.0
21,c,1.0,616.0
21,i,1.0,637.0
21,c,1.0,450.0
21,i,1.0,631.0
21,i,1.0,646.0
21,i,1.0,650.0
21,c,1.0,762.0
21,c,1.0,508.0
21,c,1.0,618.0
21,c,1.0,585.0
21,i,1.0,783.0
21,i,1.0,674.0
21,c,1.0,974.0
21,i,1.0,827.0
21,c,1.0,651.0
21,c,1.0,586.0
21,i,1.0,693.0
21,c,1.0,918.0
21,i,1.0,1003.0
21,i,1.0,747.0
21,c,1.0,444.0
21,i,1.0,792.0
21,c,1.0,577.0
21,i,1.0,573.0
21,i,1.0,664.0
21,c,1.0,575.0
21,c,1.0,455.0
21,i,1.0,707.0
21,c,1.0,1125.0
21,i,1.0,635.0
21,i,1.0,1198.0
21,i,1.0,843.0
21,i,1.0,610.0
21,i,1.0,915.0
21,c,1.0,770.0
21,i,1.0,725.0
21,c,1.0,1155.0
21,i,1.0,752.0
21,i,1.0,611.0
21,c,1.0,698.0
21,c,1.0,1071.0
21,i,1.0,915.0
21,c,1.0,1895.0
21,i,1.0,864.0
21,i,1.0,1181.0
21,c,1.0,1674.0
21,c,1.0,838.0
21,i,0.0,470.0
21,c,1.0,457.0
21,i,1.0,428.0
21,c,1.0,356.0
21,c,1.0,431.0
21,i,1.0,603.0
21,i,1.0,464.0
21,i,0.0,433.0
21,i,1.0,585.0
21,i,1.0,55.0
21,i,1.0,587.0
21,c,1.0,462.0
21,c,1.0,542.0
21,i,1.0,588.0
21,i,1.0,843.0
21,c,1.0,561.0
21,c,1.0,448.0
21,i,1.0,532.0
21,c,1.0,437.0
21,c,1.0,475.0
21,c,1.0,571.0
21,i,1.0,593.0
21,i,1.0,580.0
21,i,1.0,568.0
21,c,1.0,609.0
21,i,1.0,566.0
21,i,1.0,605.0
21,i,1.0,478.0
21,c,1.0,612.0
21,c,1.0,604.0
21,i,1.0,566.0
21,i,1.0,700.0
21,i,1.0,541.0
21,i,1.0,560.0
21,c,1.0,522.0
21,i,1.0,593.0
21,c,1.0,428.0
21,c,1.0,1051.0
21,c,1.0,436.0
21,c,1.0,425.0
21,c,1.0,462.0
21,c,1.0,720.0
21,i,0.0,543.0
21,c,1.0,794.0
21,c,1.0,680.0
21,i,0.0,617.0
21,i,1.0,552.0
21,i,1.0,606.0
21,c,1.0,587.0
21,c,1.0,542.0
21,i,1.0,610.0
21,i,1.0,542.0
21,c,1.0,801.0
21,c,0.0,400.0
21,i,1.0,663.0
21,i,1.0,657.0
21,c,1.0,390.0
21,i,1.0,880.0
21,i,1.0,562.0
21,c,1.0,469.0
21,c,1.0,444.0
21,c,1.0,455.0
21,c,1.0,558.0
21,i,1.0,453.0
21,c,1.0,455.0
21,c,1.0,728.0
21,c,1.0,568.0
21,c,1.0,532.0
21,c,1.0,532.0
21,c,1.0,1075.0
21,c,1.0,528.0
21,i,1.0,926.0
21,i,1.0,944.0
21,c,1.0,2532.0
21,i,0.0,377.0
21,i,1.0,539.0
21,i,1.0,584.0
21,i,1.0,601.0
21,i,1.0,790.0
21,c,1.0,553.0
21,c,1.0,430.0
21,c,1.0,428.0
21,i,0.0,517.0
21,c,1.0,917.0
21,c,1.0,484.0
21,i,1.0,678.0
21,i,1.0,639.0
21,i,1.0,519.0
21,c,1.0,436.0
21,c,1.0,566.0
21,i,0.0,451.0
21,i,0.0,1495.0
21,i,1.0,735.0
21,i,1.0,735.0
22,c,1.0,415.0
22,c,1.0,354.0
22,i,1.0,522.0
22,i,1.0,389.0
22,i,1.0,426.0
22,c,1.0,364.0
22,c,1.0,338.0
22,i,1.0,588.0
22,c,1.0,401.0
22,i,1.0,516.0
22,i,1.0,463.0
22,i,1.0,424.0
22,c,1.0,525.0
22,i,1.0,464.0
22,c,1.0,365.0
22,i,1.0,356.0
22,i,0.0,395.0
22,i,1.0,520.0
22,c,1.0,370.0
22,c,1.0,338.0
22,i,1.0,457.0
22,c,1.0,362.0
22,i,1.0,498.0
22,c,1.0,451.0
22,c,1.0,442.0
22,c,1.0,347.0
22,c,1.0,508.0
22,c,1.0,371.0
22,i,0.0,287.0
22,i,1.0,485.0
22,c,1.0,372.0
22,c,1.0,376.0
22,i,1.0,434.0
22,c,1.0,330.0
22,c,1.0,400.0
22,i,1.0,392.0
22,c,1.0,408.0
22,c,1.0,360.0
22,i,1.0,320.0
22,i,1.0,478.0
22,i,1.0,496.0
22,i,1.0,336.0
22,c,1.0,352.0
22,c,1.0,342.0
22,c,1.0,454.0
22,i,1.0,346.0
22,i,1.0,453.0
22,c,1.0,325.0
22,c,1.0,502.0
22,i,1.0,408.0
22,i,1.0,391.0
22,i,1.0,463.0
22,c,1.0,369.0
22,c,1.0,322.0
22,i,1.0,482.0
22,i,1.0,387.0
22,i,1.0,556.0
22,c,1.0,370.0
22,i,1.0,409.0
22,i,1.0,339.0
22,i,1.0,365.0
22,c,1.0,344.0
22,c,1.0,333.0
22,c,1.0,419.0
22,i,0.0,357.0
22,c,1.0,382.0
22,i,1.0,526.0
22,i,1.0,489.0
22,c,1.0,427.0
22,c,1.0,371.0
22,c,1.0,393.0
22,c,1.0,384.0
22,c,1.0,408.0
22,c,1.0,359.0
22,i,0.0,315.0
22,c,1.0,383.0
22,c,1.0,410.0
22,i,1.0,377.0
22,i,1.0,469.0
22,c,1.0,384.0
22,i,1.0,526.0
22,i,1.0,512.0
22,i,1.0,451.0
22,c,1.0,407.0
22,i,1.0,483.0
22,i,1.0,375.0
22,i,1.0,671.0
22,i,1.0,385.0
22,c,1.0,489.0
22,i,1.0,511.0
22,c,1.0,394.0
22,c,1.0,418.0
22,i,1.0,640.0
22,c,1.0,371.0
22,c,1.0,370.0
22,c,1.0,525.0
22,c,1.0,379.0
22,i,1.0,425.0
22,i,1.0,419.0
22,i,1.0,563.0
22,c,1.0,397.0
22,i,1.0,376.0
22,c,1.0,369.0
22,i,0.0,313.0
22,i,1.0,419.0
22,i,1.0,467.0
22,i,1.0,515.0
22,i,1.0,472.0
22,c,1.0,384.0
22,i,0.0,361.0
22,c,1.0,494.0
22,c,1.0,415.0
22,c,1.0,416.0
22,i,1.0,434.0
22,c,1.0,384.0
22,c,1.0,374.0
22,i,1.0,335.0
22,i,1.0,450.0
22,c,1.0,541.0
22,i,1.0,423.0
22,i,1.0,435.0
22,i,0.0,390.0
22,c,1.0,463.0
22,i,1.0,455.0
22,i,1.0,474.0
22,c,1.0,393.0
22,i,1.0,445.0
22,i,1.0,492.0
22,i,1.0,412.0
22,c,1.0,465.0
22,c,1.0,402.0
22,c,1.0,370.0
22,i,1.0,473.0
22,c,1.0,380.0
22,c,1.0,469.0
22,i,1.0,830.0
22,c,1.0,374.0
22,i,1.0,408.0
22,i,1.0,467.0
22,c,1.0,494.0
22,c,1.0,393.0
22,c,1.0,366.0
22,c,1.0,402.0
22,c,1.0,359.0
22,c,1.0,444.0
22,i,1.0,436.0
22,c,1.0,334.0
22,i,1.0,452.0
22,c,1.0,279.0
22,i,1.0,458.0
22,c,1.0,411.0
22,i,0.0,377.0
22,c,1.0,408.0
22,c,1.0,429.0
22,i,1.0,470.0
22,c,1.0,421.0
22,i,1.0,477.0
22,i,1.0,493.0
22,c,1.0,369.0
22,c,1.0,340.0
22,i,1.0,651.0
22,c,1.0,336.0
22,i,1.0,436.0
22,i,1.0,468.0
22,i,1.0,428.0
22,c,1.0,433.0
22,c,1.0,429.0
22,i,1.0,460.0
22,i,1.0,515.0
22,i,1.0,360.0
22,i,1.0,417.0
22,c,1.0,350.0
22,c,1.0,303.0
22,i,1.0,426.0
22,c,1.0,327.0
22,c,1.0,412.0
22,c,1.0,289.0
22,c,1.0,263.0
22,c,1.0,372.0
22,i,1.0,336.0
22,i,0.0,363.0
22,i,1.0,445.0
22,c,1.0,248.0
22,i,0.0,394.0
22,i,1.0,379.0
22,i,0.0,361.0
22,i,1.0,416.0
22,c,1.0,383.0
22,i,1.0,409.0
22,i,1.0,472.0
22,c,1.0,368.0
22,c,1.0,375.0
22,i,1.0,387.0
22,c,1.0,382.0
22,c,1.0,369.0
22,i,1.0,359.0
22,c,1.0,348.0
22,i,1.0,394.0
22,c,1.0,350.0
22,i,1.0,413.0
22,c,1.0,348.0
22,c,1.0,412.0
22,i,1.0,255.0
22,c,1.0,566.0
22,i,1.0,517.0
22,c,1.0,428.0
22,c,1.0,304.0
22,i,1.0,471.0
22,i,1.0,386.0
22,c,1.0,386.0
22,c,1.0,352.0
22,c,1.0,485.0
22,i,1.0,520.0
22,c,1.0,844.0
22,c,1.0,338.0
22,c,1.0,329.0
22,c,1.0,407.0
22,i,1.0,582.0
22,c,1.0,322.0
22,i,1.0,408.0
22,i,1.0,453.0
22,i,1.0,401.0
22,c,1.0,396.0
22,i,1.0,424.0
22,c,1.0,407.0
22,i,1.0,462.0
22,c,1.0,320.0
22,i,1.0,400.0
22,i,1.0,423.0
22,c,1.0,345.0
22,c,1.0,369.0
22,i,1.0,387.0
22,c,1.0,391.0
22,c,1.0,411.0
22,c,1.0,379.0
22,c,1.0,386.0
22,i,1.0,403.0
22,c,1.0,336.0
22,c,1.0,379.0
22,i,0.0,352.0
22,i,1.0,449.0
22,i,1.0,317.0
22,c,1.0,310.0
22,i,1.0,357.0
22,c,1.0,339.0
22,i,1.0,548.0
22,c,1.0,482.0
22,c,1.0,324.0
22,c,1.0,365.0
22,c,1.0,399.0
22,i,1.0,517.0
22,i,1.0,435.0
22,i,1.0,344.0
22,i,1.0,466.0
22,c,1.0,321.0
22,i,1.0,466.0
22,c,1.0,353.0
22,c,1.0,361.0
22,i,0.0,283.0
22,i,1.0,390.0
22,i,1.0,383.0
22,i,1.0,448.0
22,i,1.0,410.0
22,c,1.0,364.0
22,i,1.0,389.0
22,i,1.0,570.0
22,i,1.0,630.0
22,i,1.0,441.0
22,c,1.0,412.0
22,c,1.0,394.0
22,c,1.0,603.0
22,c,1.0,331.0
22,c,1.0,340.0
22,i,0.0,300.0
22,i,1.0,444.0
22,i,1.0,368.0
22,c,1.0,567.0
22,i,1.0,354.0
22,i,1.0,391.0
22,c,1.0,386.0
22,i,1.0,285.0
22,c,1.0,295.0
22,i,0.0,273.0
22,i,1.0,468.0
22,i,1.0,339.0
22,i,0.0,356.0
22,i,1.0,388.0
22,c,1.0,398.0
22,c,1.0,341.0
22,c,1.0,420.0
22,c,1.0,349.0
22,i,1.0,569.0
22,c,1.0,349.0
22,c,1.0,558.0
22,i,0.0,351.0
22,c,1.0,368.0
22,i,1.0,493.0
22,i,1.0,398.0
22,c,1.0,353.0
22,i,1.0,476.0
22,c,1.0,478.0
22,c,1.0,334.0
22,c,1.0,388.0
22,c,1.0,399.0
22,i,1.0,451.0
22,c,1.0,385.0
22,c,1.0,419.0
22,i,1.0,484.0
22,i,1.0,424.0
22,c,1.0,375.0
22,i,1.0,469.0
22,c,1.0,392.0
22,c,1.0,355.0
22,i,1.0,452.0
22,i,1.0,396.0
22,i,0.0,432.0
22,i,1.0,549.0
22,i,1.0,469.0
22,i,1.0,412.0
22,c,1.0,346.0
22,i,1.0,420.0
22,c,1.0,343.0
22,c,1.0,365.0
22,c,1.0,407.0
22,c,1.0,524.0
22,c,1.0,368.0
22,c,1.0,402.0
22,c,1.0,340.0
22,c,1.0,362.0
22,c,1.0,389.0
22,c,1.0,422.0
22,i,1.0,522.0
22,c,1.0,405.0
22,i,1.0,635.0
22,i,1.0,515.0
22,i,1.0,468.0
22,i,0.0,368.0
22,i,1.0,415.0
22,i,1.0,381.0
22,c,1.0,341.0
22,c,1.0,383.0
22,i,1.0,428.0
22,i,1.0,489.0
22,i,1.0,349.0
22,c,1.0,354.0
22,i,1.0,485.0
22,i,1.0,294.0
22,c,1.0,460.0
22,c,1.0,578.0
22,c,1.0,356.0
22,i,1.0,466.0
22,c,1.0,330.0
22,c,1.0,404.0
22,i,1.0,407.0
22,i,1.0,448.0
22,c,1.0,375.0
22,c,1.0,390.0
22,i,0.0,369.0
22,c,1.0,451.0
22,i,1.0,459.0
22,i,1.0,358.0
22,i,1.0,331.0
22,c,1.0,583.0
22,c,1.0,397.0
22,i,1.0,588.0
22,i,1.0,440.0
22,c,1.0,373.0
22,i,1.0,387.0
22,i,1.0,387.0
23,i,1.0,534.0
23,c,1.0,450.0
23,i,1.0,491.0
23,i,1.0,481.0
23,c,1.0,450.0
23,i,1.0,645.0
23,i,1.0,481.0
23,c,1.0,427.0
23,i,1.0,499.0
23,i,1.0,746.0
23,c,1.0,456.0
23,c,1.0,453.0
23,c,1.0,467.0
23,c,1.0,726.0
23,c,1.0,499.0
23,c,1.0,445.0
23,c,1.0,558.0
23,c,1.0,451.0
23,i,1.0,428.0
23,i,1.0,435.0
23,i,1.0,659.0
23,c,1.0,436.0
23,i,1.0,572.0
23,i,1.0,580.0
23,c,1.0,418.0
23,i,1.0,494.0
23,c,1.0,361.0
23,i,1.0,618.0
23,i,1.0,623.0
23,i,1.0,878.0
23,i,1.0,626.0
23,c,1.0,492.0
23,i,1.0,648.0
23,c,1.0,438.0
23,i,1.0,475.0
23,i,1.0,662.0
23,c,1.0,628.0
23,i,0.0,423.0
23,c,1.0,704.0
23,c,1.0,533.0
23,i,1.0,552.0
23,i,1.0,657.0
23,i,1.0,802.0
23,i,1.0,556.0
23,c,1.0,367.0
23,c,1.0,540.0
23,c,1.0,466.0
23,i,1.0,564.0
23,i,1.0,546.0
23,c,1.0,373.0
23,c,1.0,405.0
23,i,1.0,474.0
23,i,1.0,543.0
23,c,1.0,455.0
23,i,0.0,489.0
23,c,1.0,575.0
23,c,1.0,521.0
23,i,1.0,501.0
23,c,1.0,688.0
23,c,1.0,600.0
23,i,1.0,663.0
23,i,1.0,578.0
23,i,1.0,572.0
23,c,1.0,920.0
23,i,1.0,837.0
23,i,1.0,534.0
23,i,1.0,493.0
23,i,1.0,554.0
23,i,1.0,420.0
23,c,1.0,473.0
23,c,1.0,405.0
23,i,1.0,495.0
23,i,1.0,576.0
23,i,0.0,481.0
23,c,1.0,592.0
23,c,1.0,346.0
23,c,1.0,272.0
23,c,1.0,438.0
23,c,1.0,619.0
23,i,0.0,439.0
23,c,1.0,633.0
23,c,1.0,446.0
