Type,RT,ACC,RT_target,Hit,Miss,FA,CR,sujet,Hit_rate,Miss_rate,FA_rate,CR_rate,Mean_RT_target
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,446.0,1.0,446.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,392.0,1.0,392.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,496.0,1.0,496.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,414.0,1.0,414.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,364.0,1.0,364.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,558.0,1.0,558.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,402.0,1.0,402.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,524.0,1.0,524.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,397.0,1.0,397.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,453.0,1.0,453.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,430.0,1.0,430.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,486.0,1.0,486.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,482.0,1.0,482.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,544.0,1.0,544.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,438.0,1.0,438.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,415.0,1.0,415.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,486.0,1.0,486.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,505.0,1.0,505.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,493.0,1.0,493.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,519.0,1.0,519.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,500.0,1.0,500.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,662.0,1.0,662.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,492.0,1.0,492.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,424.0,1.0,424.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,460.0,1.0,460.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,527.0,1.0,527.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
target,465.0,1.0,465.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,527.0,1.0,527.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,436.0,1.0,436.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,496.0,1.0,496.0,1.0,0.0,0.0,0.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
non_target,,1.0,,0.0,0.0,0.0,1.0,12,1.0,0.0,0.0,1.0,487.8125
target,360.0,1.0,360.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,420.0,1.0,420.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,434.0,1.0,434.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,327.0,1.0,327.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,334.0,1.0,334.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,390.0,1.0,390.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,341.0,1.0,341.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,410.0,1.0,410.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,341.0,1.0,341.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,392.0,1.0,392.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,426.0,1.0,426.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,375.0,1.0,375.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,399.0,1.0,399.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,348.0,1.0,348.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,373.0,1.0,373.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,331.0,1.0,331.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,833.0,1.0,833.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,444.0,1.0,444.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,395.0,1.0,395.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,332.0,1.0,332.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,345.0,1.0,345.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,400.0,1.0,400.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,311.0,1.0,311.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,305.0,1.0,305.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,411.0,1.0,411.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,380.0,1.0,380.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,374.0,1.0,374.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,345.0,1.0,345.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,443.0,1.0,443.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,350.0,1.0,350.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,403.0,1.0,403.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,423.0,1.0,423.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,416.0,1.0,416.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,342.0,1.0,342.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,564.0,1.0,564.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,364.0,1.0,364.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,417.0,1.0,417.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,402.0,1.0,402.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
non_target,,1.0,,0.0,0.0,0.0,1.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
target,369.0,1.0,369.0,1.0,0.0,0.0,0.0,14,0.9791666666666666,0.02083333333333337,0.0,1.0,430.71276595744683
