"","Participant","RT","Condition","Picture","Response_Trial","Flanker_RT_cost","Simon_RT_cost","CCPT","CTET","OSpan","SymSpan","RotSpan","SSRT"
"1","10",924,"sem.unr","90","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"2","10",1472,"sem.rel","90","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"3","10",961,"phono.unr","90","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"4","10",1628,"phono.rel","90","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"5","10",713,"baseline","90","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"6","10",1088,"phono.unr","65","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"7","10",1094,"sem.rel","65","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"8","10",1089,"sem.unr","65","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"9","10",725,"baseline","65","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"10","10",712,"phono.rel","65","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"11","10",NA,"phono.rel","58","no_resp",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"12","10",1264,"phono.unr","58","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"13","10",977,"sem.rel","58","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"14","10",960,"sem.unr","58","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"15","10",792,"baseline","58","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"16","10",808,"sem.rel","67","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"17","10",843,"sem.unr","67","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"18","10",780,"baseline","67","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"19","10",738,"phono.rel","67","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"20","10",795,"phono.unr","67","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"21","10",819,"baseline","62","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"22","10",693,"phono.rel","62","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"23","10",1125,"phono.unr","62","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"24","10",NA,"sem.rel","62","disfluency",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"25","10",927,"sem.unr","62","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"26","10",914,"sem.unr","39","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"27","10",756,"baseline","39","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"28","10",1756,"phono.rel","39","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"29","10",963,"phono.unr","39","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"30","10",1090,"sem.rel","39","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"31","10",614,"baseline","13","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"32","10",666,"phono.rel","13","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"33","10",615,"phono.unr","13","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"34","10",881,"sem.rel","13","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"35","10",812,"sem.unr","13","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"36","10",714,"baseline","79","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"37","10",739,"phono.rel","79","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
"38","10",636,"phono.unr","79","correct",57.66017115,22.68571429,0.958333333333333,0.702380952380952,0.979166666667,0.7833333333335,0.9270833333335,187.604887286896
